"country","eyear","SWD","loser","loser2","divided","prespow1","prespow2","gov_struc","gov_struc2","gender","education","age","econper","gender2","age2"
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.258791000856725,1,1,52
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-1.24567438589628,2,0,26
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.01421817254966,2,0,30
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,0.0851988408467627,3,1,49
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,1.24247990757984,1,1,69
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.435577639183123,2,1,40
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.258791000856725,3,1,52
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,0.548111267539994,1,0,57
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",9,0.605975320876648,1,1,58
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.609169799193085,2,1,37
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.258791000856725,2,0,52
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.0851988408467627,1,0,49
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,-0.435577639183123,2,1,40
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",7,-1.47713059924289,1,0,22
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.53499465257955,1,0,21
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-1.01421817254966,3,0,30
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,0.258791000856725,2,1,52
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.0305292658265452,3,1,47
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.30353843923293,1,1,25
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.18781033255962,2,0,27
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.258791000856725,1,1,52
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",7,0.143062894183417,2,1,50
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",6,1.76325638760973,2,0,78
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",2,1.87898449428303,2,1,80
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,1.01102369423323,2,0,65
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.143062894183417,2,0,50
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.0273347875101088,3,1,48
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-1.07208222588632,1,0,29
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.374519107530032,3,1,54
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",6,0.0851988408467627,3,1,49
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,-1.65072275925286,3,1,19
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-1.01421817254966,2,0,30
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",7,-1.01421817254966,3,0,30
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.551305745856431,2,1,38
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.258791000856725,3,1,52
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.06888774756988,1,0,66
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,1.93684854761969,2,0,81
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.435577639183123,1,0,40
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.200926947520071,3,1,51
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,-0.146257372499853,2,1,45
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",9,2.28403286763961,1,1,87
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.06888774756988,3,1,66
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,0.200926947520071,3,0,51
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,1.18461585424319,2,1,68
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,1.47393612092646,2,0,73
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.319849532509815,2,0,42
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.64752828093642,2,0,76
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.0305292658265452,2,1,47
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.77956748088661,2,1,61
"Austria",2013,1,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,1.53180017426311,1,0,74
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.64752828093642,1,1,76
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.837431534223264,2,0,62
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.49024721420334,1,1,56
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-1.36140249256959,2,1,24
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.200926947520071,1,0,51
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.316655054193379,3,0,53
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.8406260125397,2,1,33
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-0.0305292658265452,2,0,47
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.316655054193379,1,0,53
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,1.24247990757984,2,0,69
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-1.07208222588632,2,0,29
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.261985479173161,3,1,43
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.36140249256959,3,1,24
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,1.01102369423323,1,1,65
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,0.432383160866686,2,0,55
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",9,1.24247990757984,1,1,69
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.605975320876648,2,1,58
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,0.837431534223264,2,1,62
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-0.377713585846469,1,1,41
"Austria",2013,1,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.4160720675898,2,1,72
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,1.58966422759977,2,0,75
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.06888774756988,2,1,66
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.0883933191631991,1,1,46
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-0.146257372499853,2,0,45
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.551305745856431,3,0,38
"Austria",2013,1,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,1.24247990757984,2,1,69
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-0.0883933191631991,1,1,46
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.06888774756988,1,1,66
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,0.432383160866686,3,0,55
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.01102369423323,2,1,65
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",3,1.70539233427307,1,0,77
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.605975320876648,1,1,58
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",9,0.548111267539994,2,1,57
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,1.3003439609165,2,1,70
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,1.3003439609165,2,1,70
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-1.36140249256959,1,0,24
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-0.493441692519777,1,0,39
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,1.4160720675898,2,0,72
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,0.837431534223264,2,1,62
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.548111267539994,2,0,57
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,1.64752828093642,1,1,76
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.953159640896572,2,0,64
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.667033852529739,1,0,36
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.49024721420334,1,0,56
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.953159640896572,1,1,64
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-1.53499465257955,3,0,21
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.0883933191631991,2,1,46
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.49024721420334,3,1,56
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.837431534223264,1,1,62
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.0273347875101088,2,0,48
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",5,-0.782761959203046,1,0,34
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,2.63121718765954,2,1,93
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.0883933191631991,3,1,46
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.377713585846469,1,1,41
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",2,-1.76645086592616,1,1,17
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.01421817254966,1,1,30
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.204121425836507,2,0,44
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-0.898490065876354,2,1,32
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",3,0.548111267539994,2,0,57
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.0883933191631991,1,1,46
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.551305745856431,1,1,38
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.18461585424319,1,0,68
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.07208222588632,3,1,29
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.319849532509815,3,0,42
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.12994627922297,1,1,28
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,1.4160720675898,1,0,72
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.07208222588632,2,1,29
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.374519107530032,2,0,54
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-0.782761959203046,3,0,34
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.24247990757984,2,0,69
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,0.432383160866686,1,0,55
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",7,-1.12994627922297,2,1,28
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.65072275925286,1,0,19
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,1.64752828093642,2,1,76
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",7,-1.47713059924289,1,0,22
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.30353843923293,1,0,25
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.70858681258951,2,1,18
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.01102369423323,2,0,65
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,0.0273347875101088,2,0,48
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",6,1.24247990757984,3,1,69
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,-1.07208222588632,2,1,29
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,-0.261985479173161,1,1,43
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.24567438589628,2,1,26
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.953159640896572,2,1,64
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-0.319849532509815,2,0,42
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,2.11044070762965,1,0,84
"Austria",2013,1,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.06888774756988,1,0,66
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.76645086592616,2,1,17
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-0.204121425836507,2,0,44
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.24567438589628,2,0,26
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,-1.18781033255962,2,0,27
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.261985479173161,2,1,43
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,-1.30353843923293,2,0,25
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",2,0.953159640896572,1,1,64
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.204121425836507,2,1,44
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.605975320876648,2,1,58
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.261985479173161,2,1,43
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.5928587059162,1,1,20
"Austria",2013,1,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.70858681258951,2,1,18
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.8406260125397,2,1,33
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.667033852529739,2,1,36
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-1.76645086592616,2,1,17
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,-0.551305745856431,2,1,38
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",4,1.3003439609165,2,0,70
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",6,0.316655054193379,2,0,53
"Austria",2013,2,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-0.8406260125397,1,1,33
"Austria",2013,4,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",3,-0.782761959203046,2,1,34
"Austria",2013,1,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.551305745856431,1,1,38
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",8,1.01102369423323,1,0,65
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-1.01421817254966,2,1,30
"Austria",2013,2,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,-0.956354119213008,2,1,31
"Austria",2013,4,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",4,0.200926947520071,3,1,51
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",5,0.663839374213302,3,1,59
"Austria",2013,3,1,"Loser",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Male",8,0.548111267539994,1,1,57
"Austria",2013,3,0,"Winner",1,0.0915087759494781,0.345814913511276,3,"Premier-Presidentialism","Female",2,-1.30353843923293,2,0,25
